mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	463		articTenutoAbove														
52	51	151	151	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	464		articAccentAbove														
52	51	152	152	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p															
52	51	457/3	457/3	0.0	1/3	1/3	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>lesto"													
52	51	457/3	457/3	0.0	1/3	1/3	Spanner	3/4	1	1	0																	8				
52	51	151	151	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	465												8				
52	51	152	152	0.3333333333333333	1/4	1/4	Chord	3/4	1	2	1/12			1/8	2/3	466									79			8				
52	51	457/3	457/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	2	1/12			1/8	2/3	467									79			8				
52	51	458/3	458/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	2	1/12			1/8	2/3	468									79			8				
52	51	153	153	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12			1/8	2/3	469									79			8				
52	51	460/3	460/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12			1/8	2/3	470									79			8				
52	51	461/3	461/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12			1/8	2/3	471									79			8				
52	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	472		articStaccatoAbove							80							
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	473		articStaccatoAbove							80							
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	474		articStaccatoAbove														
53	52	154	154	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	475												8				
53	52	463/3	463/3	0.0	1/12	1/12	Spanner	3/4	1	1	0																					
53	52	463/3	463/3	0.0	1/12	1/12	Spanner	3/4	1	1	0																17					
53	52	463/3	463/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	476											17					
53	52	464/3	464/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	477											17					
53	52	155	155	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	478											17					
53	52	466/3	466/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	479											17					
53	52	467/3	467/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	480											17					
53	52	156	156	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p															
53	52	156	156	0.0	1/2	1/2	Spanner	3/4	1	1	0																					
53	52	156	156	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	481																
53	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	482		articStaccatoAbove							81							
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	483		articStaccatoAbove							81							
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	484		articStaccatoAbove														
54	53	157	157	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>cantabile"													
54	53	157	157	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	485									82							
54	53	158	158	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	486																
54	53	319/2	319/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	487									83							
54	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	488																
54	53	158	158	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	489																
54	53	317/2	317/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	490																
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	491																
54	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	492		articStaccatoAbove							84							
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	493		articStaccatoAbove							84							
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	494		articTenutoAbove														
55	54	160	160	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	495									83							
55	54	162	162	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	496																
55	54	321/2	321/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	497																
55	54	161	161	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	498																
55	54	323/2	323/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	499																
55	54	162	162	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	500																
55	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	501		articStaccatoAbove							85							
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	502		articStaccatoAbove							85							
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	503		articTenutoAbove														
56	55	163	163	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	504									86							
56	55	164	164	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	505																
56	55	331/2	331/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	506									87							
56	55	327/2	327/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	507																
56	55	164	164	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	508																
56	55	329/2	329/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	509																
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	510		articStaccatoBelow							88							
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	511		articStaccatoAbove							88							
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	512		articTenutoAbove														
57	56	166	166	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	513									87							
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	514																
57	56	333/2	333/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	515																
57	56	167	167	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	516																
57	56	335/2	335/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	517																
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	518																
57	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	519		articStaccatoAbove							89							
57	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	520		articStaccatoAbove							89							
57	56	168	168	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	521		articTenutoAbove														
58	57	169	169	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	522									90							
58	57	171	171	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	523																
58	57	339/2	339/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	524																
58	57	170	170	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	525																
58	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	526																
58	57	171	171	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	527																
58	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	528		articStaccatoBelow							91							
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	529		articStaccatoAbove							91							
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	530		articTenutoAbove														
59	58	172	172	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	531									92							
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	532									92							
59	58	345/2	345/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	533																
59	58	173	173	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	534																
59	58	347/2	347/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	535																
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	536																
59	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	537		articTenutoBelow							93							
59	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	538		articStaccatoAbove														
59	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	539		articTenutoBelow														
60	59	175	175	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	540																
60	59	176	176	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p															
60	59	530/3	530/3	0.0	5/12	5/12	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>lesto"													
60	59	175	175	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	541																
60	59	176	176	0.3333333333333333	1/4	1/4	Chord	3/4	1	2	1/12			1/8	2/3	542									94							
60	59	529/3	529/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	2	1/12			1/8	2/3	543									94							
60	59	530/3	530/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	2	1/12			1/8	2/3	544									94							
60	59	177	177	0.3333333333333333	1/2	1/2	Chord	3/4	1	2	1/12			1/8	2/3	545									94							
60	59	532/3	532/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	2	1/12			1/8	2/3	546									94							
60	59	533/3	533/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	2	1/12			1/8	2/3	547									94							
60	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	548		articTenutoBelow							95							
60	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	549		articStaccatoAbove														
60	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	550		articTenutoBelow														
61	60	178	178	0.0	0	0	Spanner	3/4	1	1	0																18					
61	60	178	178	0.3333333333333333	0	0	Chord	3/4	1	1	1/12			1/8	2/3	551											18					
61	60	535/3	535/3	0.0	1/12	1/12	Spanner	3/4	1	1	0																					
61	60	535/3	535/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	552																
61	60	536/3	536/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	553																
61	60	179	179	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	554																
61	60	538/3	538/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	555																
61	60	539/3	539/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	556																
61	60	180	180	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p															
61	60	180	180	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	557																
61	60	178	178	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	558									94							
61	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	559									96							
61	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	560		articStaccatoBelow														
61	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	561		articTenutoBelow														
62	61	181	181	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>espressivo e poco agitato"													
62	61	181	181	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	562									97							
62	61	182	182	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	563									97							
62	61	183	183	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	564		articStaccatoBelow														
62	61	181	181	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	565									98							
62	61	363/2	363/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	566									98							
62	61	182	182	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	567									98							
62	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	568									98							
62	61	183	183	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	569									98							
62	61	367/2	367/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	570																
63	62	184	184	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	571									99							
63	62	185	185	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	572																
63	62	186	186	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	573									100							
63	62	185	185	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	574																
63	62	184	184	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	575									101							
63	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	576									101							
63	62	185	185	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	577									101							
63	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	578									101							
63	62	186	186	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	579									101							
63	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	580									101							
64	63	187	187	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	581									100							
64	63	188	188	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	582									100							
64	63	189	189	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	583		articStaccatoAbove														
64	63	187	187	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	584																
64	63	188	188	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	585																
64	63	187	187	0.0	0	0	StaffText	3/4	2	1	0								crescendo						101							
64	63	187	187	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	586									101							
64	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	587									101							
64	63	188	188	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	588									101							
64	63	377/2	377/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	589									101							
64	63	189	189	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	590									101							
64	63	379/2	379/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	591									101							
65	64	190	190	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	592									102							
65	64	191	191	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	593																
65	64	192	192	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	594									103							
65	64	191	191	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	595																
65	64	190	190	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	596									101							
65	64	381/2	381/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	597									101							
65	64	191	191	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	598									101							
65	64	383/2	383/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	599									101							
65	64	192	192	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	600									101							
65	64	385/2	385/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	601																
66	65	193	193	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco largamente"						103							
66	65	193	193	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	602									103							
66	65	194	194	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	603									103							
66	65	195	195	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	604		articAccentAbove														
66	65	193	193	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	605																
66	65	194	194	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	606																
66	65	193	193	0.0	0	0	Dynamic	3/4	2	1	0						f															
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0																	9				
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0																	9	2	2		
66	65	193	193	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	607									104			9	2	2		
66	65	387/2	387/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	608									104			9	2	2		
66	65	194	194	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	609									104			9	2	2		
66	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	610									104			9	2	2		
66	65	195	195	0.0	1/2	1/2	Spanner	3/4	2	1	0																		2	2		
66	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	611		articAccentAbove											2	2		
67	66	196	196	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	612									105							
67	66	197	197	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	613									105							
67	66	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	614		articAccentAbove														
67	66	196	196	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	615																
67	66	197	197	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	616																
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																					
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																	10				
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																	10	3	3		
67	66	196	196	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	617									106			10	3	3		
67	66	393/2	393/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	618									106			10	3	3		
67	66	197	197	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	619									106			10	3	3		
67	66	395/2	395/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	620									106			10	3	3		
67	66	198	198	0.0	1/2	1/2	Spanner	3/4	2	1	0																		3	3		
67	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	621		articAccentAbove											3	3		
68	67	199	199	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>molto calando"													
68	67	199	199	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	622									107							
68	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	623									107							
68	67	201	201	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	624									107							
68	67	201	201	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	625																
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																					
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																	11				
68	67	199	199	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	626									108			11				
68	67	399/2	399/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	627									108			11				
68	67	200	200	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	628									108			11				
68	67	401/2	401/2	0.0	3/8	3/8	Spanner	3/4	2	1	0														108							
68	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	629									108							
68	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	630		articAccentAbove														
69	68	202	202	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	631									107							
69	68	204	204	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	632																
69	68	202	202	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	633																
69	68	204	204	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	634																
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																19					
69	68	202	202	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	635									109		19					
69	68	405/2	405/2	0.0	1/8	1/8	Spanner	3/4	2	1	0														109		19		4	4		
69	68	405/2	405/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	636									109		19		4	4		
69	68	203	203	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	637									109		19		4	4		
69	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	638									109		19		4	4		
69	68	204	204	0.0	1/2	1/2	Spanner	3/4	2	1	0																		4	4		
69	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	639													4	4		
70	69	205	205	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>danzando (mobile)"													
70	69	205	205	0.0	0	0	Dynamic	3/4	1	1	0						f															
70	69	205	205	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	640		articTenutoAbove							110							
70	69	411/2	411/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	641									110							
70	69	206	206	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	642		articTenutoAbove							110							
70	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	643																
70	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	644		articTenutoAbove														
70	69	205	205	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>risoluto"													
70	69	205	205	0.0	0	0	Spanner	3/4	2	1	0																					
70	69	205	205	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	645		articStaccatoBelow							111							
70	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	646		articStaccatoAbove														
70	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	647		articStaccatoAbove							112							
71	70	208	208	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	648		articTenutoAbove							113							
71	70	417/2	417/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	649																
71	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	650		articTenutoAbove							114							
71	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	651																
71	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	652		articStaccatoAbove														
71	70	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	653		articStaccatoAbove							115							
71	70	210	210	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	654		articStaccatoAbove														
72	71	211	211	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	655		articTenutoAbove							116							
72	71	423/2	423/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	656									116							
72	71	212	212	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	657		articTenutoAbove							116							
72	71	425/2	425/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	658																
72	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	659		articTenutoBelow														
72	71	211	211	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	660		articStaccatoBelow							117							
72	71	212	212	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	661		articStaccatoAbove														
72	71	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	662		articStaccatoBelow							118							
73	72	214	214	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	663		articTenutoAbove							119							
73	72	429/2	429/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	664		articStaccatoAbove														
73	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	665		articTenutoBelow							120							
73	72	216	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	666																
73	72	214	214	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	667		articStaccatoAbove														
73	72	215	215	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	668		articStaccatoBelow							121							
73	72	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	669		articStaccatoAbove														
74	73	217	217	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco a poco calmando"													
74	73	217	217	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	670									122							
74	73	435/2	435/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	671																
74	73	437/2	437/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	672									123							
74	73	219	219	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	673																
74	73	217	217	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	674		articTenutoBelow							124							
74	73	219	219	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	675																
74	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	676		articStaccatoBelow							125							
74	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	677		articStaccatoAbove														
74	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	678		articStaccatoBelow							126							
75	74	220	220	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	679									127							
75	74	441/2	441/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	680																
75	74	443/2	443/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	681									128							
75	74	222	222	0.0	1/2	1/2	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>espr."													
75	74	222	222	0.0	1/2	1/2	Spanner	3/4	1	1	0																20					
75	74	222	222	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	682									129		20					
75	74	445/2	445/2	0.0	5/8	5/8	Spanner	3/4	1	1	0														129							
75	74	220	220	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	683		articTenutoBelow														
75	74	222	222	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	684																
75	74	220	220	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	685		articStaccatoAbove														
75	74	221	221	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	686		articStaccatoBelow							130							
75	74	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	687		articStaccatoAbove														
76	75	223	223	0.0	0	0	Spanner	3/4	1	1	0																21					
76	75	223	223	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	688											21					
76	75	225	225	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	689											21					
76	75	451/2	451/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	690									131		21					
76	75	447/2	447/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	691									132							
76	75	224	224	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	692									132							
76	75	449/2	449/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	693									132							
76	75	225	225	0.0	1/2	1/2	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>espr."													
76	75	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	694									133							
77	76	226	226	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>(ritenuto)"								21					
77	76	226	226	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	695											21					
77	76	228	228	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	696											21					
77	76	457/2	457/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																					
