mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb
153	153	467	467	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1179		articStaccatoBelow												
153	153	935/2	935/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1180		articStaccatoBelow												
153	153	468	468	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1181		articStaccatoBelow												
153	153	937/2	937/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1182		articStaccatoBelow												
153	153	469	469	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1183		articStaccatoBelow												
153	153	939/2	939/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1184		articStaccatoBelow												
154	154	470	470	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1185									281	32				
154	154	941/2	941/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1186									281	32				
154	154	471	471	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1187										32				
154	154	472	472	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
154	154	472	472	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1188									282					
154	154	945/2	945/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1189									282					
154	154	473	473	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1190		articAccentAbove							283					
154	154	470	470	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1191														
154	154	471	471	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1192														
154	154	472	472	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1193									284					
154	154	945/2	945/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1194									284					
154	154	473	473	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1195														
154	154	470	470	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1196		articStaccatoBelow												
154	154	941/2	941/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1197		articStaccatoBelow												
154	154	471	471	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1198		articStaccatoBelow												
154	154	943/2	943/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1199		articStaccatoBelow												
154	154	472	472	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1200		articStaccatoBelow												
154	154	945/2	945/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1201		articStaccatoBelow												
154	154	473	473	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1202		articStaccatoBelow												
154	154	947/2	947/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1203		articStaccatoBelow												
155	155	474	474	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1204									285					
155	155	949/2	949/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1205									285					
155	155	475	475	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1206									285					
155	155	951/2	951/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1207									285					
155	155	476	476	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1208		articAccentBelow												
155	155	477	477	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1209		articAccentBelow												
155	155	474	474	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1210														
155	155	474	474	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1211		articStaccatoBelow												
155	155	949/2	949/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1212		articStaccatoBelow												
155	155	475	475	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1213		articStaccatoBelow												
155	155	951/2	951/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1214		articStaccatoBelow												
155	155	476	476	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1215		articStaccatoBelow												
155	155	953/2	953/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1216		articStaccatoBelow												
155	155	477	477	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1217		articStaccatoBelow												
155	155	955/2	955/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1218														
156	156	478	478	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1219		articAccentBelow							286					
156	156	481	481	0.0	3/4	3/4	StaffText	2/2	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantando"											
156	156	481	481	0.0	3/4	3/4	Dynamic	2/2	1	1	0						p													
156	156	481	481	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1220		articTenutoAbove							287					
156	156	481	481	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1221														
156	156	957/2	957/2	0.0	1/8	1/8	StaffText	2/2	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>con pedale"											
156	156	957/2	957/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1222									288					
156	156	479	479	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1223														
156	156	959/2	959/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1224									289					
156	156	480	480	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1225														
156	156	480	480	0.5	1/2	1/2	Chord	2/2	2	2	1/8			1/8	1	1226														
156	156	961/2	961/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8			1/8	1	1227														
156	156	481	481	0.5	3/4	3/4	Chord	2/2	2	2	1/8			1/8	1	1228		articStaccatoBelow							290					
156	156	963/2	963/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8			1/8	1	1229		articStaccatoBelow												
157	157	482	482	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1230		articTenutoAbove							287					
157	157	967/2	967/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1231									287					
157	157	484	484	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1232														
157	157	485	485	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1233		articTenutoAbove							291					
157	157	482	482	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1234														
157	157	483	483	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1235														
157	157	484	484	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	1236														
157	157	485	485	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1237														
157	157	482	482	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1238		articStaccatoAbove							292					
157	157	965/2	965/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1239		articStaccatoAbove												
157	157	483	483	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1240		articStaccatoAbove							293					
157	157	967/2	967/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1241		articStaccatoAbove												
157	157	484	484	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1242		articStaccatoAbove							294					
157	157	969/2	969/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1243		articStaccatoAbove												
157	157	485	485	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1244		articStaccatoAbove							295					
157	157	971/2	971/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1245		articStaccatoAbove												
157	157	482	482	4.0	0	0	Chord	2/2	2	2	1			1	1	1246														
158	158	486	486	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1247		articTenutoAbove							291					
158	158	975/2	975/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1248									291					
158	158	488	488	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1249														
158	158	489	489	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1250		articTenutoAbove							296					
158	158	486	486	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1251														
158	158	487	487	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1252														
158	158	488	488	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	1253														
158	158	489	489	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1254														
158	158	486	486	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1255		articStaccatoAbove							297					
158	158	973/2	973/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1256		articStaccatoAbove												
158	158	487	487	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1257		articStaccatoAbove												
158	158	975/2	975/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1258		articStaccatoAbove												
158	158	488	488	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1259		articStaccatoAbove												
158	158	977/2	977/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1260		articStaccatoAbove												
158	158	489	489	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1261		articStaccatoAbove												
158	158	979/2	979/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1262		articStaccatoAbove												
159	159	490	490	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1263									296					
159	159	981/2	981/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1264									296					
159	159	491	491	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1265									296					
159	159	983/2	983/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1266									296					
159	159	492	492	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1267														
159	159	493	493	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1268		articTenutoAbove							298					
159	159	490	490	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1269														
159	159	491	491	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1270														
159	159	492	492	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	1271														
159	159	493	493	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1272														
159	159	490	490	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1273		articStaccatoAbove												
159	159	981/2	981/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1274		articStaccatoAbove												
159	159	491	491	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1275		articStaccatoAbove												
159	159	983/2	983/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1276		articStaccatoAbove												
159	159	492	492	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1277		articStaccatoAbove												
159	159	985/2	985/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1278		articStaccatoAbove												
159	159	493	493	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1279		articStaccatoAbove												
159	159	987/2	987/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1280		articStaccatoAbove												
160	160	494	494	0.0	0	0	Spanner	2/2	1	1	0															33				
160	160	494	494	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1281									299	33				
160	160	496	496	0.0	1/2	1/2	Spanner	2/2	1	1	0														299					
160	160	497	497	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1282		articTenutoAbove												
160	160	494	494	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1283														
160	160	495	495	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1284														
160	160	496	496	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	1285														
160	160	497	497	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1286														
160	160	494	494	1.0	0	0	Chord	2/2	1	3	1/4			1/4	1	1287									300					
160	160	495	495	0.5	1/4	1/4	Chord	2/2	1	3	1/8			1/8	1	1288									300					
160	160	991/2	991/2	0.5	3/8	3/8	Chord	2/2	1	3	1/8			1/8	1	1289														
160	160	494	494	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1290		articStaccatoAbove												
160	160	989/2	989/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1291		articStaccatoAbove												
160	160	495	495	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1292		articStaccatoAbove												
160	160	991/2	991/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1293		articStaccatoAbove												
160	160	496	496	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1294		articStaccatoAbove												
160	160	993/2	993/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1295		articStaccatoAbove												
160	160	497	497	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1296		articStaccatoAbove												
160	160	995/2	995/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1297		articStaccatoAbove												
161	161	498	498	0.0	0	0	Spanner	2/2	1	1	0															34				
161	161	498	498	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1298		articTenutoAbove								34				
161	161	499	499	0.0	1/4	1/4	Spanner	2/2	1	1	0																			
161	161	999/2	999/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1299														
161	161	500	500	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1300														
161	161	501	501	0.0	3/4	3/4	Spanner	2/2	1	1	0																			
161	161	501	501	0.0	3/4	3/4	Spanner	2/2	1	1	0																			
161	161	501	501	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1301									301					
161	161	498	498	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1302														
161	161	499	499	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1303														
161	161	500	500	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	1304														
161	161	501	501	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1305														
161	161	498	498	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1306		articStaccatoAbove												
161	161	997/2	997/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1307		articStaccatoAbove												
161	161	499	499	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1308		articStaccatoAbove												
161	161	999/2	999/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1309		articStaccatoAbove												
161	161	500	500	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1310		articStaccatoAbove												
161	161	1001/2	1001/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1311		articStaccatoAbove												
161	161	501	501	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1312		articStaccatoAbove												
161	161	1003/2	1003/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1313		articStaccatoAbove												
162	162	502	502	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1314									301					
162	162	1005/2	1005/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1315									301					
162	162	503	503	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1316														
162	162	504	504	0.0	1/2	1/2	Spanner	2/2	1	1	0															35				
162	162	504	504	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1317									302	35				
162	162	1011/2	1011/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1318									302	35				
162	162	502	502	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1319										35				
162	162	503	503	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1320										35				
162	162	504	504	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	1321										35				
162	162	505	505	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1322										35				
162	162	502	502	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1323		articStaccatoAbove												
162	162	1005/2	1005/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1324		articStaccatoAbove												
162	162	503	503	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1325		articStaccatoAbove												
162	162	1007/2	1007/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1326		articStaccatoAbove												
162	162	504	504	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1327		articStaccatoAbove												
162	162	1009/2	1009/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1328		articStaccatoAbove												
162	162	505	505	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1329		articStaccatoAbove												
162	162	1011/2	1011/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1330		articStaccatoAbove												
163	163	506	506	0.0	0	0	Spanner	2/2	1	1	0														302					
163	163	506	506	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1331									302					
163	163	1013/2	1013/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1332									302					
163	163	507	507	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1333									302					
163	163	1015/2	1015/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1334									302					
163	163	508	508	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1335		articTenutoAbove												
163	163	509	509	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1336		articTenutoAbove												
163	163	506	506	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1337														
163	163	1013/2	1013/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1338														
163	163	507	507	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	1339														
163	163	506	506	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1340		articStaccatoAbove												
163	163	1013/2	1013/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1341		articStaccatoAbove												
163	163	507	507	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1342		articStaccatoAbove												
163	163	1015/2	1015/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1343		articStaccatoAbove												
163	163	508	508	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1344		articStaccatoAbove												
163	163	1017/2	1017/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1345		articStaccatoAbove												
163	163	509	509	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1346		articStaccatoAbove												
163	163	1019/2	1019/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1347		articStaccatoAbove												
164	164	510	510	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>molto legato"											
164	164	510	510	4.0	0	0	Chord	2/2	1	1	1			1	1	1348		articAccentAbove												
164	164	511	511	3.0	1/4	1/4	Chord	2/2	1	2	3/4			1/2	3/2	1349														
164	164	1021/2	1021/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1350									303					
164	164	511	511	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1351									303					
164	164	1023/2	1023/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1352									303					
164	164	512	512	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1353									303					
164	164	1025/2	1025/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1354									303					
164	164	513	513	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1355									303					
164	164	1027/2	1027/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1356									303					
164	164	1021/2	1021/2	0.5	1/8	1/8	Chord	2/2	2	2	1/8			1/8	1	1357														
164	164	511	511	2.0	1/4	1/4	Chord	2/2	2	2	1/2			1/2	1	1358														
164	164	513	513	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1359														
165	165	514	514	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>piano"											
165	165	514	514	0.0	0	0	Spanner	2/2	1	1	0															36				
165	165	514	514	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1360										36				
165	165	516	516	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1361									304	36				
165	165	1033/2	1033/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1362									304	36				
165	165	517	517	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1363									304	36				
165	165	1035/2	1035/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1364									304	36				
165	165	514	514	2.0	0	0	Chord	2/2	1	2	1/2			1/2	1	1365										36				
165	165	514	514	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1366									303					
165	165	1029/2	1029/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1367									303					
165	165	515	515	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1368									303					
165	165	1031/2	1031/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1369									303					
165	165	516	516	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1370									303					
165	165	1033/2	1033/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1371									303					
165	165	517	517	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1372									303					
165	165	1035/2	1035/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1373									303					
165	165	514	514	0.5	0	0	Chord	2/2	2	2	1/8			1/8	1	1374														
165	165	515	515	2.0	1/4	1/4	Chord	2/2	2	2	1/2			1/2	1	1375														
165	165	517	517	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	1376														
165	165	514	514	4.0	0	0	Chord	2/2	2	3	1			1	1	1377														
166	166	518	518	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1378									304	36				
166	166	1037/2	1037/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1379									304	36				
166	166	519	519	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1380									304	36				
166	166	1039/2	1039/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1381									304	36				
166	166	520	520	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1382									304	36				
166	166	1041/2	1041/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1383									304	36				
166	166	521	521	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1384									304	36				
166	166	1043/2	1043/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1385									304	36				
166	166	518	518	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1386									303					
166	166	519	519	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1387									303					
166	166	1041/2	1041/2	1.0	5/8	5/8	Chord	2/2	2	1	1/4			1/4	1	1388									305					
166	166	1043/2	1043/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1389														
166	166	518	518	0.5	0	0	Chord	2/2	2	2	1/8			1/8	1	1390														
166	166	1037/2	1037/2	0.5	1/8	1/8	Chord	2/2	2	2	1/8			1/8	1	1391														
166	166	519	519	0.5	1/4	1/4	Chord	2/2	2	2	1/8			1/8	1	1392														
166	166	1039/2	1039/2	0.5	3/8	3/8	Chord	2/2	2	2	1/8			1/8	1	1393														
166	166	1041/2	1041/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8			1/8	1	1394														
166	166	521	521	0.5	3/4	3/4	Chord	2/2	2	2	1/8			1/8	1	1395														
166	166	1043/2	1043/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8			1/8	1	1396														
167	167	522	522	0.0	0	0	Spanner	2/2	1	1	0																			
167	167	522	522	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1397									306					
167	167	524	524	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1398									306					
167	167	1049/2	1049/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1399									306					
167	167	525	525	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1400									306					
167	167	1051/2	1051/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1401									306					
167	167	1045/2	1045/2	0.0	1/8	1/8	Spanner	2/2	2	1	0																	18	18	
167	167	1045/2	1045/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1402												18	18	
167	167	523	523	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1403									307			18	18	
167	167	1047/2	1047/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1404									307			18	18	
167	167	524	524	0.0	1/2	1/2	Spanner	2/2	2	1	0																			
167	167	524	524	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1405									308					
167	167	525	525	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1406														
167	167	1045/2	1045/2	0.5	1/8	1/8	Chord	2/2	2	2	1/8			1/8	1	1407														
167	167	523	523	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1408									309					
168	168	526	526	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1409									306					
168	168	528	528	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1410									306					
168	168	1057/2	1057/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1411									306					
168	168	529	529	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1412									306					
168	168	1059/2	1059/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1413														
168	168	1057/2	1057/2	1.5	5/8	5/8	Chord	2/2	1	2	3/8			1/4	3/2	1414														
168	168	1053/2	1053/2	0.0	1/8	1/8	Spanner	2/2	2	1	0																	19	19	
168	168	1053/2	1053/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1415												19	19	
168	168	527	527	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1416												19	19	
168	168	1055/2	1055/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1417												19	19	
168	168	528	528	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1418									310			19	19	
168	168	529	529	0.0	3/4	3/4	Spanner	2/2	2	1	0																			
168	168	529	529	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1419														
168	168	1053/2	1053/2	0.5	1/8	1/8	Chord	2/2	2	2	1/8			1/8	1	1420														
168	168	527	527	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	1421									311					
169	169	1061/2	1061/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1422									312					
169	169	531	531	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1423									312					
169	169	1063/2	1063/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1424									312					
169	169	532	532	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1425									312					
169	169	1065/2	1065/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1426									312					
