mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	525		articTenutoAbove												
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	526		articTenutoAbove												
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	527									75					
58	58	172	172	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	528									75					
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	529									75					
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	530														
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	531		articTenutoAbove												
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	532		articTenutoAbove												
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	533		articTenutoAbove												
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	534		articTenutoAbove												
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	535		articTenutoAbove												
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	536		articTenutoAbove												
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	537									76					
59	59	175	175	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	538									76					
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	539									76					
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	540														
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	541		articTenutoAbove												
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	542		articTenutoAbove												
60	60	178	178	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	543		articTenutoAbove												
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	544									77					
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	545									78					
60	60	178	178	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	546									78					
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	547									78					
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	548														
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	549									77					
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	550									77					
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	551									77					
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	552									77					
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	553									77					
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	554									77					
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	555									79					
61	61	181	181	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	556									79					
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	557									79					
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	558														
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	559									77					
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	560									77					
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	561									77					
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	562									77					
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	563														
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	564									80					
62	62	184	184	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	565									80					
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	566									80					
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	567														
63	63	186	186	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	568									81					
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	569									81					
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	570									81					
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	571									81					
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	572									82					
63	63	187	187	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	573									82					
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	574									82					
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	575														
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576									81					
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	577									81					
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	578									81					
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	579									81					
64	64	191	191	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	580									81					
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	581									81					
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	582									83					
64	64	190	190	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	583									83					
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	584									83					
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	585														
65	65	192	192	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	586									81					
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	587									81					
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	588									81					
65	65	193	193	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	589														
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	590		articTenutoAbove												
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	591									84					
65	65	193	193	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	592									84					
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	593									84					
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	594														
66	66	195	195	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	595		articTenutoAbove												
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	596									85					
66	66	196	196	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	597									85					
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	598									85					
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	599														
67	67	198	198	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	600									86					
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	601									86					
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	602									86					
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	603									86					
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	604									87					
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	605									87					
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	606									87					
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	607														
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	608									86					
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	609									86					
68	68	202	202	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	610									86					
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	611									86					
68	68	203	203	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	612									86					
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	613									86					
68	68	201	201	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>poco riten."											
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	614									88					
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	615									88					
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	616									88					
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	617									88					
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	618														
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	619									86					
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	620									86					
69	69	205	205	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	621									86					
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	622									86					
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	623									89					
69	69	205	205	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	624									89					
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	625									89					
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	626														
70	70	207	207	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	627														
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	628									90					
70	70	208	208	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	629									90					
70	70	417/2	417/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	630									90					
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	631														
71	71	210	210	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>sempre piu mosso"											
71	71	841/4	841/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	632									91					
71	71	421/2	421/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	633									91					
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	634									91					
71	71	211	211	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	635									91					
71	71	845/4	845/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	636									91					
71	71	423/2	423/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	637									91					
71	71	847/4	847/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	638									91					
71	71	212	212	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	639									91					
71	71	849/4	849/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	640									91					
71	71	425/2	425/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	641									91					
71	71	851/4	851/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	642									91					
71	71	210	210	0.0	0	0	Dynamic	3/4	2	1	0					pp													
71	71	210	210	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>articollando"											
71	71	210	210	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	643		articAccentAbove												
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	644		articStaccatoBelow												
71	71	211	211	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	645		articStaccatoBelow												
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	646		articStaccatoBelow												
71	71	212	212	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	647		articStaccatoBelow												
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	648		articStaccatoBelow												
72	72	213	213	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	649														
72	72	853/4	853/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	650									92					
72	72	427/2	427/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	651									92					
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	652									92					
72	72	214	214	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	653									92					
72	72	857/4	857/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	654									92					
72	72	429/2	429/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	655									92					
72	72	859/4	859/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	656									92					
72	72	215	215	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	657									92					
72	72	861/4	861/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	658									92					
72	72	431/2	431/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	659									92					
72	72	863/4	863/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	660									92					
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	661		articStaccatoBelow												
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	662		articStaccatoBelow												
72	72	214	214	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	663		articStaccatoBelow												
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	664		articStaccatoBelow												
72	72	215	215	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	665		articStaccatoBelow												
72	72	431/2	431/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	666		articStaccatoBelow												
72	72	213	213	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	667									93					
73	73	216	216	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	668														
73	73	865/4	865/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	669									94					
73	73	433/2	433/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	670									94					
73	73	867/4	867/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	671									94					
73	73	217	217	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	672									94					
73	73	869/4	869/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	673									94					
73	73	435/2	435/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	674									94					
73	73	871/4	871/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	675									94					
73	73	218	218	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	676									94					
73	73	873/4	873/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	677									94					
73	73	437/2	437/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	678									94					
73	73	875/4	875/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	679									94					
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	680		articStaccatoAbove												
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	681		articStaccatoAbove												
73	73	217	217	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	682		articStaccatoAbove												
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	683		articStaccatoAbove												
73	73	218	218	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	684		articStaccatoAbove												
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	685		articStaccatoAbove												
74	74	219	219	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	686									94					
74	74	877/4	877/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	687									94					
74	74	439/2	439/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	688									94					
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	689									94					
74	74	220	220	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	690									94					
74	74	881/4	881/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	691									94					
74	74	441/2	441/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	692									94					
74	74	883/4	883/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	693									94					
74	74	221	221	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	694									94					
74	74	885/4	885/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	695									94					
74	74	443/2	443/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	696									94					
74	74	887/4	887/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	697									94					
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	698		articStaccatoAbove												
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	699		articStaccatoAbove												
74	74	220	220	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	700		articStaccatoAbove												
74	74	441/2	441/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	701		articStaccatoAbove												
74	74	221	221	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	702		articStaccatoAbove												
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	703		articStaccatoAbove												
75	75	222	222	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	704									94					
75	75	889/4	889/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	705									94					
75	75	445/2	445/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	706									94					
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	707									94					
75	75	223	223	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	708									94					
75	75	893/4	893/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	709									94					
75	75	447/2	447/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	710									94					
75	75	895/4	895/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	711									94					
75	75	224	224	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	712									94					
75	75	897/4	897/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	713									94					
75	75	449/2	449/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	714									94					
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	715									94					
75	75	222	222	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>veloce"											
75	75	222	222	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	716														
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	717														
75	75	223	223	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	718														
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	719														
75	75	224	224	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	720														
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	721														
76	76	225	225	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	722									94					
76	76	901/4	901/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	723									94					
76	76	451/2	451/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	724									94					
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	725									94					
76	76	226	226	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	726									94					
76	76	905/4	905/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	727									94					
76	76	453/2	453/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	728									94					
76	76	907/4	907/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	729									94					
76	76	227	227	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	730									94					
76	76	909/4	909/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	731									94					
76	76	455/2	455/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	732									94					
76	76	911/4	911/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	733														
76	76	225	225	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	734														
76	76	676/3	676/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	735														
76	76	677/3	677/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	736														
76	76	226	226	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	737														
76	76	679/3	679/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	738														
76	76	680/3	680/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	739														
76	76	227	227	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	740									95					
76	76	909/4	909/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	741									95					
76	76	455/2	455/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	742									95					
76	76	911/4	911/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	743														
77	77	228	228	0.0	0	0	Spanner	3/4	1	1	0														4				
77	77	228	228	0.0	0	0	Spanner	3/4	1	1	0														4		0		
77	77	228	228	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	744										4		0		
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																1		
77	77	228	228	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	745												1		
77	77	228	228	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	746												1		
78	78	231	231	0.0	0	0	Spanner	3/4	1	1	0																0		
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	747												0		
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	748												0		
78	78	231	231	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	749												0		
78	78	231	231	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""10.2313""/><font face=""Plantin MT Std""/>slentando"									1		
78	78	231	231	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	750												1		
78	78	231	231	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	751												1		
78	78	231	231	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	752												1		
79	79	234	234	0.0	0	0	Dynamic	3/4	1	1	0					pp													
79	79	234	234	0.0	0	0	Spanner	3/4	1	1	0																		
79	79	234	234	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	753														
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																		
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	754									96					
79	79	236	236	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	755									96					
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	756									96					
80	80	237	237	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	757									97					
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	758														
80	80	477/2	477/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	759									98					
80	80	239	239	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	760									98					
80	80	479/2	479/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	761									98					
81	81	240	240	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	762														
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	763														
